Name,Artist,Album,Track Number
Wax It,The Upsetters,Return Of Django (Bonus track edition),18
Till I Can't Take It Any More,The Upsetters,Return Of Django (Bonus track edition),19
Unknown Reggae Instrumental,The Upsetters,Return Of Django (Bonus track edition),20
Night In Tunisia (1994 Remastered),Dizzy Gillespie,Night In Tunisia: The Very Best Of Dizzy Gillespie,1
52nd Street Theme (Take 2) (1994 Remastered - Take 2),Dizzy Gillespie,Night In Tunisia: The Very Best Of Dizzy Gillespie,2
Anthropology (Take 1) (1994 Remastered - Take 1),Dizzy Gillespie,Night In Tunisia: The Very Best Of Dizzy Gillespie,3
Oop-Pop-A-Da (1994 Remastered),Dizzy Gillespie,Night In Tunisia: The Very Best Of Dizzy Gillespie,4
Two Bass Hit (1994 Remastered),Dizzy Gillespie,Night In Tunisia: The Very Best Of Dizzy Gillespie,5
Stay On It (1994 Remastered),Dizzy Gillespie,Night In Tunisia: The Very Best Of Dizzy Gillespie,6
Algo Bueno (Woody'n You) (1994 Remastered),Dizzy Gillespie,Night In Tunisia: The Very Best Of Dizzy Gillespie,7
Cubana Be (1994 Remastered),Dizzy Gillespie,Night In Tunisia: The Very Best Of Dizzy Gillespie,8
Cubana Bop (1994 Remastered),Dizzy Gillespie,Night In Tunisia: The Very Best Of Dizzy Gillespie,9
Manteca (1994 Remastered),Dizzy Gillespie,Night In Tunisia: The Very Best Of Dizzy Gillespie,10
Good Bait (1994 Remastered),Dizzy Gillespie,Night In Tunisia: The Very Best Of Dizzy Gillespie,11
Ool-Ya-Koo (1994 Remastered),Dizzy Gillespie,Night In Tunisia: The Very Best Of Dizzy Gillespie,12
Guarachi Guaro (1994 Remastered),Dizzy Gillespie,Night In Tunisia: The Very Best Of Dizzy Gillespie,13
Jumpin' With Symphony Sid (1994 Remastered),Dizzy Gillespie,Night In Tunisia: The Very Best Of Dizzy Gillespie,14
Return Of Django,The Upsetters,Return Of Django (Bonus track edition),1
Mood Indigo,Duke Ellington & His Orchestra,Mood Indigo,1
Moon Mist,Duke Ellington & His Orchestra,Mood Indigo,2
"Oh, Babe! Maybe Someday",Duke Ellington & His Orchestra,Mood Indigo,3
Old Man Blues,Duke Ellington & His Orchestra,Mood Indigo,4
Perdido,Duke Ellington & His Orchestra,Mood Indigo,5
Play The Blues And Go,Duke Ellington & His Orchestra,Mood Indigo,6
Prelude To A Kiss,Duke Ellington & His Orchestra,Mood Indigo,7
Ring Them Bells,Duke Ellington & His Orchestra,Mood Indigo,8
Rockin' In Rhythm,Duke Ellington & His Orchestra,Mood Indigo,9
Satin Doll,Duke Ellington & His Orchestra,Mood Indigo,10
Sittin' On A Tree Top,Duke Ellington & His Orchestra,Mood Indigo,11
Two Steps From The Blues,Bobby Bland,Two Steps From The Blues,1
"Cry, Cry, Cry",Bobby Bland,Two Steps From The Blues,2
I'm Not Ashamed,Bobby Bland,Two Steps From The Blues,3
Don't Cry No More,Bobby Bland,Two Steps From The Blues,4
Lead Me On,Bobby Bland,Two Steps From The Blues,5
I Pity The Fool,Bobby Bland,Two Steps From The Blues,6
I've Just Got To Forget You,Bobby Bland,Two Steps From The Blues,7
Little Boy Blue,Bobby Bland,Two Steps From The Blues,8
St. James Infirmary,Bobby Bland,Two Steps From The Blues,9
I'll Take Care Of You,Bobby Bland,Two Steps From The Blues,10
Don't Want No Woman,Bobby Bland,Two Steps From The Blues,11
I've Been Wrong So Long,Bobby Bland,Two Steps From The Blues,12
How Does A Cheatin' Woman Feel,Bobby Bland,Two Steps From The Blues,13
Close To You,Bobby Bland,Two Steps From The Blues,14
The Genesis,Nas,Illmatic,1
N.Y. State of Mind,Nas,Illmatic,2
Life's a Bitch,Nas,Illmatic,3
The World Is Yours,Nas,Illmatic,4
Halftime,Nas,Illmatic,5
Memory Lane (Sittin' in da Park),Nas,Illmatic,6
One Love,Nas,Illmatic,7
One Time 4 Your Mind,Nas,Illmatic,8
Represent,Nas,Illmatic,9
It Ain't Hard to Tell,Nas,Illmatic,10
Suite I: Prélude,Johann Sebastian Bach,Bach Cello Suites,1
Suite I: Allemande,Johann Sebastian Bach,Bach Cello Suites,2
Suite I: Courante,Johann Sebastian Bach,Bach Cello Suites,3
Suite I: Sarabande,Johann Sebastian Bach,Bach Cello Suites,4
Suite I: Menuet I - Menuet II - Menuet I,Johann Sebastian Bach,Bach Cello Suites,5
Suite I: Gigue,Johann Sebastian Bach,Bach Cello Suites,6
Suite II: Prélude,Johann Sebastian Bach,Bach Cello Suites,7
Suite II: Allemande,Johann Sebastian Bach,Bach Cello Suites,8
Suite II: Courant,Johann Sebastian Bach,Bach Cello Suites,9
Suite II: Sarabande,Johann Sebastian Bach,Bach Cello Suites,10
Suite II: Menuet I - Menuet II - Menuet I,Johann Sebastian Bach,Bach Cello Suites,11
Suite II: Gigue,Johann Sebastian Bach,Bach Cello Suites,12
Suite III: Prélude,Johann Sebastian Bach,Bach Cello Suites,13
Suite III: Allemande,Johann Sebastian Bach,Bach Cello Suites,14
Suite III: Courante,Johann Sebastian Bach,Bach Cello Suites,15
Suite III: Sarabande,Johann Sebastian Bach,Bach Cello Suites,16
Suite III: Bourrée I - Bourrée II - Bourrée I,Johann Sebastian Bach,Bach Cello Suites,17
Suite III: Gigue,Johann Sebastian Bach,Bach Cello Suites,18
Suite IV: Prélude,Johann Sebastian Bach,Bach Cello Suites,19
Suite IV: Allemande,Johann Sebastian Bach,Bach Cello Suites,20
Suite IV: Courante,Johann Sebastian Bach,Bach Cello Suites,21
Suite IV: Sarabande,Johann Sebastian Bach,Bach Cello Suites,22
Suite IV: Bourrée I - Bourrée II - Bourrée I,Johann Sebastian Bach,Bach Cello Suites,23
Suite IV: Gigue,Johann Sebastian Bach,Bach Cello Suites,24
Suite V: Prélude,Johann Sebastian Bach,Bach Cello Suites,25
Suite V: Allemande,Johann Sebastian Bach,Bach Cello Suites,26
Suite V: Courante,Johann Sebastian Bach,Bach Cello Suites,27
Suite V: Sarabande,Johann Sebastian Bach,Bach Cello Suites,28
Suite V: Gavotte I - Gavotte II - Gavotte I,Johann Sebastian Bach,Bach Cello Suites,29
Suite V: Gigue,Johann Sebastian Bach,Bach Cello Suites,30
Suite VI: Prélude,Johann Sebastian Bach,Bach Cello Suites,31
Suite VI: Allemande,Johann Sebastian Bach,Bach Cello Suites,32
Suite VI: Courante,Johann Sebastian Bach,Bach Cello Suites,33
Suite VI: Sarabande,Johann Sebastian Bach,Bach Cello Suites,34
Suite VI: Gavotte I - Gavotte II - Gavotte I,Johann Sebastian Bach,Bach Cello Suites,35
Suite VI: Gigue,Johann Sebastian Bach,Bach Cello Suites,36
Blue Skies,Ella Fitzgerald,The Irving Berlin Songbook,1
Supper Time,Ella Fitzgerald,The Irving Berlin Songbook,2
How's Chances?,Ella Fitzgerald,The Irving Berlin Songbook,3
Heat Wave,Ella Fitzgerald,The Irving Berlin Songbook,4
Isn't This A Lovely Day?,Ella Fitzgerald,The Irving Berlin Songbook,5
You Keep Coming Back Like A Song,Ella Fitzgerald,The Irving Berlin Songbook,6
Reaching For The Moon,Ella Fitzgerald,The Irving Berlin Songbook,7
Slumming On Park Avenue,Ella Fitzgerald,The Irving Berlin Songbook,8
The Song Is Ended,Ella Fitzgerald,The Irving Berlin Songbook,9
I'm Putting All My Eggs In One Basket,Ella Fitzgerald,The Irving Berlin Songbook,10
Now It Can Be Told,Ella Fitzgerald,The Irving Berlin Songbook,11
Always,Ella Fitzgerald,The Irving Berlin Songbook,12
It's A Lovely Day Today,Ella Fitzgerald,The Irving Berlin Songbook,13
Change Partners,Ella Fitzgerald,The Irving Berlin Songbook,14
No Strings (I'm Fancy Free),Ella Fitzgerald,The Irving Berlin Songbook,15
I've Got My Love To Keep Me Warm,Ella Fitzgerald,The Irving Berlin Songbook,16
Writing Paper Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,1
Stole Rider Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,2
"Mamma, Tain't Long Fo' Day",Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,3
Mr. McTell Got The Blues (Take 1),Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,4
Mr. McTell Got The Blues (Take 2),Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,5
Three Women Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,6
Dark Night Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,7
Statesboro Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,8
Loving Talking Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,9
Atlanta Strut,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,10
Travelin' Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,11
Come On Around To My House Mama,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,12
Kind Mama,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,13
Teasing Brown,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,14
Drive Away Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,15
This Is Not The Stove To Brown Your Bread,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,16
Love Changing Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,17
Talkin' To Myself,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,18
Razor Ball,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,19
Southern Can Is Mine,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,20
Broke Down Engine Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,21
Stomp Down Rider,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,22
Scarey Day Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,23
Rough Alley Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,24
Experience Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,25
Painful Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,26
Low Rider's Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,27
Georgia Rag,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,28
Low Down Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,29
Rollin' Mama Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,30
Lonesome Day Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,31
"Mama, Let Me Scoop For You",Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,32
Searching The Dessrt For The Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,33
Warm It Up To Me,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,34
It's Your Time To Worry,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,35
It's A Good Little Thing,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,36
You Was Born To Die,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,37
Dirty Mistreater,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,38
Lord Have Mercy If You Please,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,39
Don't You See How This World Made A Change,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,40
Savannah Mama,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,41
Broke Down Engine,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,42
Broke Down Engine No. 2 (Take 1),Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,43
Broke Down Engine No. 2 (Take 3),Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,44
My Baby's Gone,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,45
Love Makin' Mama (Take 1),Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,46
Love Makin' Mama (Take 2),Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,47
Death Room Blues (Take 1),Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,48
Death Room Blues (Take 2),Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,49
Death Cell Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,50
"Lord, Send Me An Angel (Take 1)",Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,51
"Lord, Send Me An Angel (Take 2)",Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,52
B And O Blues No. 2 (Take 1),Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,53
B And O Blues No. 2 (Take 2),Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,54
Weary Hearted Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,55
Bell Street Lightnin',Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,56
Southern Can Mama,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,57
Runnin' Me Crazy,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,58
East St. Louis Blues (Fare You Well),Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,59
Ain't It Grand To Be A Christian,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,60
We Got To Meet Death One Day (Take 1),Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,61
We Got To Meet Death One Day (Take 2),Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,62
Don't Let Nobody Turn You Around,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,63
"I Got Religion, I'm So Glad",Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,64
Dying Gambler,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,65
God Don't Like It,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,66
Bell Street Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,67
Let Me Play With Yo' Yo-Yo,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,68
Lay Some Flowers On My Grave,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,69
Ticket Agent Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,70
Cold Winter Day,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,71
Your Time To Worry,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,72
Cooling Board Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,73
Hillbilly Willie's Blues,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,74
Moanin' At Midnight,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,1
How Many More Years,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,2
Evil (Is Going On),Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,3
Forty Four,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,4
Smokestack Lightnin',Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,5
I Asked For Water,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,6
Who's Been Talking?,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,7
Sitting On Top Of The World,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,8
Howlin' For My Darlin',Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,9
Wang Dang Doodle,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,10
Back Door Man,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,11
Spoonful,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,12
Shake For Me,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,13
The Red Rooster,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,14
I Ain't Superstitious (1961 Single Version),Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,15
Goin' Down Slow,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,16
Three Hundred Pounds Of Joy,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,17
Hidden Charms,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,18
Built For Comfort,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,19
Killing Floor,Howlin' Wolf,Howlin' Wolf: His Best -Chess 50th Anniversary Collection,20
Montezuma,Fleet Foxes,Helplessness Blues,1
Bedouin Dress,Fleet Foxes,Helplessness Blues,2
Sim Sala Bim,Fleet Foxes,Helplessness Blues,3
Battery Kinzie,Fleet Foxes,Helplessness Blues,4
The Plains / Bitter Dancer,Fleet Foxes,Helplessness Blues,5
Helplessness Blues,Fleet Foxes,Helplessness Blues,6
The Cascades,Fleet Foxes,Helplessness Blues,7
Lorelai,Fleet Foxes,Helplessness Blues,8
Someone You'd Admire,Fleet Foxes,Helplessness Blues,9
The Shrine / An Argument,Fleet Foxes,Helplessness Blues,10
Blue Spotted Tail,Fleet Foxes,Helplessness Blues,11
Grown Ocean,Fleet Foxes,Helplessness Blues,12
Si Naani,Toumani Diabate,The Mande Variations,1
Elyne Road,Toumani Diabate,The Mande Variations,2
Ali Farka Touré,Toumani Diabate,The Mande Variations,3
Kaouding Cissoko,Toumani Diabate,The Mande Variations,4
Ismael Drame,Toumani Diabate,The Mande Variations,5
Djourou Kara Nany,Toumani Diabate,The Mande Variations,6
El Nabiyouna,Toumani Diabate,The Mande Variations,7
Cantelowes,Toumani Diabate,The Mande Variations,8
Love Her,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,1
Make It Easy On Yourself,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,2
My Ship Is Coming In,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,3
The Sun Ain't Gonna Shine Anymore,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,4
(Baby) You Don't Have To Tell Me,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,5
Another Tear Falls,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,6
Deadlier Than The Male,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,7
Stay With Me Baby,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,8
Walking In The Rain,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,9
Mathilde,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,10
Montague Terrace (In Blue),"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,11
Amsterdam,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,12
Jackie,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,13
It's Raining Today,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,14
Big Louise,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,15
Joanna,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,16
Lights Of Cincinatti,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,17
Boy Child,"Scott Walker, The Walker Brothers",Scott Walker & The Walker Brothers - 1965-1970,18
Track A- Solo Dancer,Charles Mingus,The Black Saint And The Sinner Lady,1
Track B- Duete Solo Dancers,Charles Mingus,The Black Saint And The Sinner Lady,2
Track C-Group Dancers,Charles Mingus,The Black Saint And The Sinner Lady,3
Medley: Mode D-Trio and Group Dancers/Mode E- Single solos and Group Dance/ModeF-Group and Solo Dance,Charles Mingus,The Black Saint And The Sinner Lady,4
Blue Monk,Thelonious Monk,Thelonious Alone in San Francisco [Original Jazz Classics Remasters],1
"Ruby, My Dear",Thelonious Monk,Thelonious Alone in San Francisco [Original Jazz Classics Remasters],2
Round Lights,Thelonious Monk,Thelonious Alone in San Francisco [Original Jazz Classics Remasters],3
Everything Happens To Me,Thelonious Monk,Thelonious Alone in San Francisco [Original Jazz Classics Remasters],4
You Took The Words Right Out Of My Heart,Thelonious Monk,Thelonious Alone in San Francisco [Original Jazz Classics Remasters],5
Bluehawk,Thelonious Monk,Thelonious Alone in San Francisco [Original Jazz Classics Remasters],6
Pannonica,Thelonious Monk,Thelonious Alone in San Francisco [Original Jazz Classics Remasters],7
Remember,Thelonious Monk,Thelonious Alone in San Francisco [Original Jazz Classics Remasters],8
"There's Danger In Your Eyes, Cherie (Take 2)",Thelonious Monk,Thelonious Alone in San Francisco [Original Jazz Classics Remasters],9
Reflections,Thelonious Monk,Thelonious Alone in San Francisco [Original Jazz Classics Remasters],10
"There's Danger In Your Eyes, Cherie (Take 1)",Thelonious Monk,Thelonious Alone in San Francisco [Original Jazz Classics Remasters],11
Sonata No 2 for Violin and Piano: I. Molto moderato,Béla Bartók,Piano Performances 1928-1945,1
Sonata No 2 for Violin and Piano: II. Allegretto,Béla Bartók,Piano Performances 1928-1945,2
Sonata for 2 Pianos and Percussion: I. Assai lento — Allegro molto,Béla Bartók,Piano Performances 1928-1945,3
"Sonata for 2 Pianos and Percussion: II. Lento, ma non troppo",Béla Bartók,Piano Performances 1928-1945,4
Sonata for 2 Pianos and Percussion: III. Allegro non troppo,Béla Bartók,Piano Performances 1928-1945,5
"15 Hungarian Peasant Songs for Piano: Nos 7-10, 12, 14, 15 Old Dance Tunes",Béla Bartók,Piano Performances 1928-1945,6
Sonatina for Piano,Béla Bartók,Piano Performances 1928-1945,7
Rumanian Folk Dances for Piano,Béla Bartók,Piano Performances 1928-1945,8
"10 Easy Pieces for Piano: No 5 Evening in Transylvania, No 10 Bear Dance",Béla Bartók,Piano Performances 1928-1945,9
10 Easy Pieces for Piano: No 5 Evening in Transylvania; 15 Hungarian Peasant Songs for Piano: No 6 Ballade,Béla Bartók,Piano Performances 1928-1945,10
14 Bagatelles Op 6: No 2 Allegro giocoso; 3 Burlesques Op 8c: No 2 (a bit drunk),Béla Bartók,Piano Performances 1928-1945,11
Allegro barbaro for Piano,Béla Bartók,Piano Performances 1928-1945,12
Hungarian Folk Music: 1. Annie Miller,Béla Bartók,Piano Performances 1928-1945,13
2 Rumanian Dances for Piano: No 1 Allegro vivace,Béla Bartók,Piano Performances 1928-1945,14
Hungarian Folk Music: 6. The three orphans,Béla Bartók,Piano Performances 1928-1945,15
Hungarian Folk Music: 7. Cockricoo!,Béla Bartók,Piano Performances 1928-1945,16
Hungarian Folk Music: 8. The heartless wife,Béla Bartók,Piano Performances 1928-1945,17
Hungarian Folk Music: 9. The weeping-willow,Béla Bartók,Piano Performances 1928-1945,18
"Hungarian Folk Music: 11. Far across the village garden, 10. Long-nose",Béla Bartók,Piano Performances 1928-1945,19
"Hungarian Folk Music: 12. Wheelcart, barrow, 16. Woman, woman, out of your bed!",Béla Bartók,Piano Performances 1928-1945,20
Hungarian Folk Music: 15. Lovely is the forest,Béla Bartók,Piano Performances 1928-1945,21
"Hungarian Folk Music: 13. Woe is me, 30. Kitty and Johnny",Béla Bartók,Piano Performances 1928-1945,22
"Hungarian Folk Music: 41. The pear tree of Gyöngyös, 14. All the hemp",Béla Bartók,Piano Performances 1928-1945,23
Hungarian Folk Music: 18. Katie Kádár,Béla Bartók,Piano Performances 1928-1945,24
Hungarian Folk Music: 19. The sisters,Béla Bartók,Piano Performances 1928-1945,25
Hungarian Folk Music: 20. The cricket's wedding,Béla Bartók,Piano Performances 1928-1945,26
Hungarian Folk Music: 21. In the forest,Béla Bartók,Piano Performances 1928-1945,27
"Hungarian Folk Music: 23. I have but just arrived, 24. Gipsy song",Béla Bartók,Piano Performances 1928-1945,28
Hungarian Folk Music: 32. Called to serve my country,Béla Bartók,Piano Performances 1928-1945,29
"Hungarian Folk Music: 39. All our homes, 33. Over yonder",Béla Bartók,Piano Performances 1928-1945,30
Hungarian Folk Music: 37. Stephen Kádár,Béla Bartók,Piano Performances 1928-1945,31
"Hungarian Folk Music: 40. ""Labantz"", mocking ""kurutz""",Béla Bartók,Piano Performances 1928-1945,32
Hungarian Folk Music: 42. Rákóczi's lament,Béla Bartók,Piano Performances 1928-1945,33
Suite for Piano Op 14: I. Allegretto,Béla Bartók,Piano Performances 1928-1945,34
Suite for Piano Op 14: II. Scherzo,Béla Bartók,Piano Performances 1928-1945,35
Suite for Piano Op 14: III. Allegro molto — IV. Sostenuto,Béla Bartók,Piano Performances 1928-1945,36
Suite for Piano Op 14: I. Allegretto - test recording,Béla Bartók,Piano Performances 1928-1945,37
Suite for Piano Op 14: II. Scherzo - test recording,Béla Bartók,Piano Performances 1928-1945,38
Suite for Piano Op 14: III. Allegro molto — IV. Sostenuto - test recording,Béla Bartók,Piano Performances 1928-1945,39
"Domenico Scarlatti: Sonata in G, Sonata in A KK212 L135",Béla Bartók,Piano Performances 1928-1945,40
"Domenico Scarlatti: Sonata in A, Sonata in Bb KK70 L50",Béla Bartók,Piano Performances 1928-1945,41
Années de pèlerange: No 7 Sursam corda,Béla Bartók,Piano Performances 1928-1945,42
"15 Hungarian Peasant Songs: Nos 7-10, 12, 14, 15 Old Dance Tunes",Béla Bartók,Piano Performances 1928-1945,43
3 Rondos on Folk Melodies: No 1 Andante,Béla Bartók,Piano Performances 1928-1945,44
"9 Little Piano Pieces: No 6 The Three Orphans, No 7 Cockricoo!, No 8 The Heatless Wife, No 9 The Weeping-Willow",Béla Bartók,Piano Performances 1928-1945,45
"Hungarian Folk Tunes (revised version): 1. Far Behind I Left My Country, 2. Crossing the River, 3. In the Summer Fields",Béla Bartók,Piano Performances 1928-1945,46
Hungarian Folk Tunes (revised version): 4. The horseman; 5. Walking through the town,Béla Bartók,Piano Performances 1928-1945,47
"Hungarian Folksongs: 1. Snow-White Kerchief; 3. Women, Women, Listen",Béla Bartók,Piano Performances 1928-1945,48
Hungarian Folksongs: 2. Coldly Runs the River; 5. If I Climb the Rocky Mountains,Béla Bartók,Piano Performances 1928-1945,49
Hungarian Folksongs: 6. All the lads to War; 7. Spring Begins with Labour; 8. Snow Is Melting,Béla Bartók,Piano Performances 1928-1945,50
Hungarian Folk Tunes,Béla Bartók,Piano Performances 1928-1945,51
